,retweet_count,fav_count,tweet_hour,usr_mention_count,dot_count,ques_count,excla_count,Pers_pronouns,Pronouns,happy_emoticons,sad_emoticons,cont_dot_count,cont_ques_count,cont_excla_count,Positive_Words,Negative_Words,posadj,negadj,posadv,negadv,Stress,Family_words,Affection_Words,Academics_count,Positive_Emotion_count,Negative_Emotion_count,Work_count,Office_count,,,,
,0,0,23,1,3,0,0,3,4,0,0,0,0,0,2,0,1,0,0,0,0,1.27272727272727,0,1.27272727272727,0,0,0,0,,,,
,0,0,23,3,4,0,1,4,5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,23,3,3,1,0,3,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1.27586206896552,0,0,,,,
,0,0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
, @GHardstark! I am thoroughly enjoying #SSDGM the book. So fun! #murderino https://t.co/AzrkCCZDhX,0,1,23,2,3,0,2,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
,1,0,23,4,3,0,0,3,3,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1.20833333333333,0,0,,,,
,20,0,23,1,0,0,11,12,15,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,2.4,0,0,0,,,,
,0,0,23,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.06666666666667,0,0,,,,
,3,8,23,0,0,2,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,23,0,5,0,0,4,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,23,0,2,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.44827586206897,,,,
,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,2,23,0,3,0,0,1,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,5,0,23,1,3,0,0,2,4,0,0,1,0,0,6,3,1,0,0,0,0,0,1.21276595744681,0,1.21276595744681,1.21276595744681,0,0,,,,
,0,0,23,0,3,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,45,0,23,1,2,0,1,4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.23809523809524,0,0,0,,,,
,0,0,23,1,1,2,0,5,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1.20689655172414,0,,,,
,20,0,23,1,3,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.26666666666667,0,0,0,,,,
,8,0,23,1,2,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.25,0,0,0,,,,
,0,0,23,1,2,0,0,5,5,0,0,0,0,0,2,0,1,0,0,0,0,0,1.125,0,1.125,0,0,0,,,,
,7,0,23,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,23,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,16,0,23,1,6,2,0,5,7,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1.30434782608696,1.30434782608696,0,,,,
,0,0,23,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,0,2,0,0,4,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,2,22,0,3,0,0,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,1,2,1,0,2,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1.125,0,0,,,,
,0,0,22,1,0,0,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,1,0,22,1,1,0,5,2,4,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1.20454545454545,0,0,,,,
,0,1,22,0,2,0,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,0,2,1,0,4,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,1,0,22,3,1,0,2,5,5,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2.91891891891892,1.45945945945946,0,0,,,,
,0,0,22,1,0,0,0,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1.2,0,0,0,,,,
,0,0,22,1,3,0,1,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,1,0,22,2,3,0,1,4,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,15,0,22,1,1,0,1,3,4,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,1.17777777777778,1.17777777777778,0,0,,,,
,0,5,22,0,3,0,0,4,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1.2,0,0,0,,,,
,6,24,22,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,3,22,1,2,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,1,1,0,0,5,6,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,6,22,0,3,0,0,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,1,1,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,1.05263157894737,0,0,1.05263157894737,0,0,0,,,,
,0,0,22,1,2,0,0,2,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,22,1,3,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,1,22,1,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,1,22,1,1,0,0,4,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,1,22,1,2,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,8,0,23,1,0,0,0,4,5,0,0,0,0,0,1,1,1,0,0,0,0,0,2.19512195121951,1.09756097560976,1.09756097560976,0,0,0,,,,
,0,0,8,0,1,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,4.14285714285714,0,1.03571428571429,0,0,0,,,,
,1,0,23,2,3,0,1,5,5,0,0,0,0,0,2,1,1,0,0,0,0,0,7.23076923076923,0,7.23076923076923,0,0,0,,,,
,0,1,23,1,4,0,0,8,8,0,0,0,0,0,3,2,1,0,0,0,0,0,2.40740740740741,0,2.40740740740741,0,0,0,,,,
,0,0,23,0,4,0,0,3,5,0,0,0,0,0,4,0,1,0,0,0,0,1.225,2.45,1.225,1.225,0,0,0,,,,
,0,0,23,0,5,0,1,5,6,0,0,1,0,0,5,0,1,0,0,0,0,0,1.31111111111111,0,1.31111111111111,0,0,0,,,,
,0,0,22,0,1,0,4,2,2,0,0,0,0,1,4,0,1,0,0,0,0,0,2.59259259259259,0,1.2962962962963,0,0,0,,,,
,0,0,22,0,6,0,0,5,5,1,0,1,0,0,5,0,1,0,0,0,0,0,1.22222222222222,0,2.44444444444444,0,0,0,,,,
,0,0,22,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.3,0,1.3,0,0,0,,,,
,0,0,22,0,0,0,0,3,4,0,0,0,0,0,1,3,1,0,0,0,0,0,1.07692307692308,0,1.07692307692308,1.07692307692308,0,0,,,,
,1,31,21,0,4,1,0,1,2,0,0,0,0,0,1,3,1,0,0,0,0,0,1.16326530612245,0,1.16326530612245,0,0,0,,,,
,0,1,21,1,2,0,0,4,5,0,0,0,0,0,3,0,1,0,0,0,0,2.36734693877551,1.18367346938776,0,1.18367346938776,0,0,0,,,,
,0,0,20,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1.18518518518519,1.18518518518519,0,1.18518518518519,0,0,0,,,,
,1,0,20,1,2,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,20,0,4,0,1,3,3,0,0,0,0,0,2,2,1,0,0,0,0,0,1.25806451612903,0,1.25806451612903,0,0,0,,,,
,0,0,20,2,1,2,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1.16129032258065,0,1.16129032258065,0,0,0,,,,
,1,3,19,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,
,0,1,19,2,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1.28571428571429,0,1.28571428571429,1.28571428571429,0,0,,,,
,1,0,18,1,0,1,1,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1.23809523809524,0,1.23809523809524,0,0,0,,,,
,0,0,17,0,0,0,0,3,3,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2,0,0,0,,,,
,1,0,17,1,2,0,2,3,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1.17241379310345,0,1.17241379310345,1.17241379310345,,,,
,9,0,17,1,1,0,3,4,5,0,0,0,0,1,2,1,1,0,0,0,0,0,1.23255813953488,0,1.23255813953488,0,1.23255813953488,0,,,,
,0,2,16,1,3,0,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,1.18421052631579,0,1.18421052631579,0,0,0,,,,
,7940,0,16,2,2,0,1,3,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,1,0,15,2,1,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0,1.125,0,2.25,0,0,0,,,,
,0,0,15,0,2,1,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,1.19230769230769,0,1.19230769230769,1.19230769230769,0,0,,,,
,0,12,15,0,1,0,0,3,4,0,0,0,0,0,5,0,1,0,0,0,0,0,1.28571428571429,1.28571428571429,2.57142857142857,0,0,0,,,,
,0,11,15,1,2,0,1,6,6,0,0,0,0,0,3,2,1,0,0,0,0,0,2.41666666666667,0,2.41666666666667,2.41666666666667,0,0,,,,
,0,2,14,2,2,0,1,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1.26666666666667,0,1.26666666666667,0,0,0,,,,
,1,7,14,0,3,0,0,6,7,0,0,0,0,0,2,0,1,0,0,0,0,1.12962962962963,1.12962962962963,0,0,1.12962962962963,1.12962962962963,0,,,,
,0,2,14,1,14,2,0,4,5,0,0,4,0,0,4,1,1,0,0,0,0,0,1.23076923076923,0,1.23076923076923,0,0,0,,,,
,1,0,13,1,3,0,0,4,5,0,0,0,0,0,2,2,1,0,0,0,0,1.14634146341463,0,0,0,0,0,0,,,,
,0,0,13,0,0,2,6,2,3,0,0,0,1,2,3,0,1,0,0,0,0,0,1.32,0,1.32,0,0,0,,,,
,0,0,12,0,0,0,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,1.1304347826087,0,1.1304347826087,0,0,0,,,,
,0,0,12,1,3,0,0,4,4,0,0,0,0,0,3,1,1,0,0,0,0,1.23076923076923,1.23076923076923,0,1.23076923076923,0,0,0,,,,
,0,1,12,1,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,1.08695652173913,0,1.08695652173913,0,0,0,,,,
,0,2,11,0,5,0,1,4,4,0,0,0,0,0,3,1,1,0,0,0,0,0,1.27083333333333,0,1.27083333333333,1.27083333333333,0,0,,,,
,0,0,10,0,3,0,0,5,5,0,0,0,0,0,3,0,1,0,0,0,0,0,1.16216216216216,1.16216216216216,1.16216216216216,0,0,0,,,,
,1,5,10,0,19,0,0,3,4,0,0,2,0,0,2,0,1,0,0,0,0,0,1.27906976744186,0,2.55813953488372,0,0,0,,,,
,0,4,7,4,1,0,2,8,9,1,0,0,0,0,3,0,1,0,0,0,0,0,1.36111111111111,0,1.36111111111111,0,0,0,,,,
,0,0,7,0,4,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.61538461538462,0,1.61538461538462,0,0,0,,,,
,1,28,6,0,2,0,0,2,5,0,0,0,0,0,6,0,1,0,0,0,0,1.07407407407407,1.07407407407407,0,1.07407407407407,0,2.14814814814815,1.07407407407407,,,,
,2,9,5,1,6,0,0,4,4,0,0,1,0,0,4,1,1,0,0,0,0,0,1.28888888888889,0,1.28888888888889,0,0,0,,,,
,0,0,5,0,3,0,1,2,3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,17,5,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1.04166666666667,0,1.04166666666667,1.04166666666667,0,0,,,,
,0,2,3,0,0,0,8,3,4,0,0,0,0,1,5,1,1,0,0,0,0,3.68181818181818,1.22727272727273,0,1.22727272727273,0,0,0,,,,
,b vibe album from the genius byun baekhyun OH MY GOD I AM SO EXCITED https://t.co/NkpRE6Idn8,10,0,3,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1.23076923076923,0,1.23076923076923,0,0,0,,,
,0,9,2,0,2,0,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
,0,0,1,0,0,6,0,2,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1.33333333333333,1.33333333333333,0,,,,
,0,4,1,0,0,0,0,3,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1.22222222222222,0,1.22222222222222,0,0,0,,,,
,1,0,1,3,1,0,3,3,6,0,0,0,0,0,5,0,1,0,0,0,0,0,2.42857142857143,0,4.85714285714286,0,0,0,,,,
,0,0,1,0,13,0,0,1,2,0,0,3,0,0,1,0,1,0,0,0,0,0,1.41935483870968,0,1.41935483870968,0,0,0,,,,
,0,3,0,1,1,0,13,4,5,0,0,0,0,3,2,2,1,0,0,0,0,0,1.71875,0,1.71875,1.71875,0,0,,,,
,0,1,19,0,2,0,0,5,6,0,0,0,0,0,3,1,1,0,0,0,1,0,1.11627906976744,0,1.11627906976744,0,1.11627906976744,0,,,,
,2,0,17,1,2,4,0,5,5,0,0,0,0,0,1,2,1,0,0,0,1,0,1.28571428571429,0,1.28571428571429,0,0,0,,,,
,0,17,17,0,2,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1.15384615384615,0,1.15384615384615,0,0,0,,,,
,746,0,16,1,2,0,0,5,7,0,0,0,0,0,2,0,1,0,0,0,1,0,2.17777777777778,0,3.26666666666667,0,0,0,,,,
,0,1,16,0,1,0,0,2,3,0,0,0,0,0,3,1,1,0,0,0,1,0,1.03125,0,1.03125,0,1.03125,0,,,,
, signing the lease. It feels like this process has gone super fast (start looking ~1 month ago) &amp, I'm worried we won't like it. Is this normal?? I've never lived in one place so long,0,5,16,0,2,2,0,6,6,0,0,0,1,0,5,2,1,0,0,0,1,0,1.26530612244898,0,1.26530612244898,1.26530612244898,0,0,,
,0,2,14,0,2,1,0,3,3,0,0,0,0,0,2,1,1,0,0,0,1,0,1.17241379310345,0,1.17241379310345,0,2.3448275862069,0,,,,
,0,0,13,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,0,11,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1.15384615384615,0,1.15384615384615,0,0,0,,,,
,0,0,6,0,5,0,0,5,6,0,0,2,0,0,0,1,1,0,0,0,1,0,1.02380952380952,0,1.02380952380952,1.02380952380952,0,0,,,,
,0,1,23,0,3,0,0,6,6,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1.22916666666667,0,0,0,,,,
,0,1,23,0,3,0,0,4,4,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1.08571428571429,0,0,,,,
,0,12,23,1,4,0,0,3,4,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1.22222222222222,0,0,0,,,,
,0,13,22,0,8,0,0,5,6,0,0,2,0,0,3,2,1,0,0,0,1,0,1.10714285714286,0,1.10714285714286,0,0,0,,,,
,0,0,22,0,4,0,0,7,10,0,0,0,0,0,2,3,1,0,0,0,1,0,1.11111111111111,0,3.33333333333333,3.33333333333333,0,0,,,,
,0,2,22,0,5,0,0,4,5,0,0,0,0,0,0,6,1,0,0,0,1,0,1.22916666666667,0,1.22916666666667,1.22916666666667,0,0,,,,
,0,10,22,0,0,0,0,4,6,0,0,0,0,0,2,1,1,0,0,0,1,1.05405405405405,0,0,0,1.05405405405405,1.05405405405405,0,,,,
,0,0,22,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,1,0,22,1,5,0,0,9,13,0,0,0,0,0,5,2,1,0,0,0,1,0,1.13461538461538,0,0,0,0,0,,,,
,0,1,22,0,2,0,0,3,7,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1.22222222222222,2.44444444444444,0,0,,,,
,0,1,21,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1.11111111111111,0,0,0,0,,,,
,2,0,21,1,2,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,0,21,0,2,0,0,2,3,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2.38095238095238,0,0,,,,
,0,5,21,0,3,0,0,8,8,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,0,21,5,5,0,0,6,7,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,1,21,1,1,0,0,3,6,0,0,0,0,0,1,1,1,0,0,0,1,1.17142857142857,0,0,0,0,0,0,,,,
,6,0,21,1,2,0,0,7,7,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,2,20,1,4,0,0,4,7,0,0,0,0,0,1,2,1,0,0,0,1,1.15384615384615,0,0,0,0,0,0,,,,
,0,1,20,0,4,0,0,7,10,0,0,0,0,0,3,7,1,0,0,0,1,0,0,0,1.22916666666667,1.22916666666667,0,0,,,,
,0,0,20,0,6,0,0,4,5,0,0,1,0,0,2,6,1,0,0,0,1,0,0,0,1.13461538461538,2.26923076923077,0,0,,,,
,0,0,20,0,0,0,1,6,7,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,46,20,0,6,0,0,6,8,0,0,1,0,0,2,3,1,0,0,0,1,0,1.2,0,1.2,1.2,0,0,,,,
,0,36,20,0,2,0,0,6,6,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,1.09756097560976,1.09756097560976,0,0,,,,
,5,0,19,1,2,0,0,2,3,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,1.40740740740741,0,0,,,,
,0,0,19,0,2,0,0,5,7,0,0,0,0,0,2,4,1,0,0,0,1,0,1.1063829787234,0,1.1063829787234,2.21276595744681,0,0,,,,
,0,0,19,0,2,0,0,5,7,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1.16666666666667,0,0,,,,
,0,0,19,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.09756097560976,0,1.09756097560976,0,0,0,,,,
,0,0,18,1,3,0,0,2,3,0,0,0,0,0,3,4,1,0,0,0,1,0,0,0,1.13636363636364,0,0,0,,,,
,0,0,18,0,5,0,0,9,10,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3.6,0,0,,,,
,0,2,18,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,5,18,0,4,0,0,5,7,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,2,18,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,1,18,0,2,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.11764705882353,0,0,,,,
,0,1,18,1,0,1,0,2,2,0,0,0,0,0,1,1,1,0,0,0,1,1.15384615384615,0,0,1.15384615384615,0,0,0,,,,
,0,10,18,0,1,0,0,4,6,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,1.13461538461538,0,0,,,,
,1,0,18,1,5,1,0,4,5,0,0,0,0,0,3,4,1,0,0,0,1,1.29545454545455,0,0,0,0,1.29545454545455,0,,,,
,0,0,17,1,4,0,0,2,4,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,0,17,0,12,1,0,1,1,0,0,5,0,0,1,3,1,0,0,0,1,0,1.05660377358491,0,1.05660377358491,0,0,0,,,,
,0,0,3,2,3,0,0,3,3,0,0,0,0,0,1,4,1,0,0,0,1,0,1.16326530612245,0,1.16326530612245,1.16326530612245,0,0,,,,
,0,3,2,0,0,0,0,8,9,0,0,0,0,0,2,8,1,0,0,0,1,0,1.25925925925926,0,1.25925925925926,2.51851851851852,0,0,,,,
,0,1,7,1,0,0,1,3,3,0,0,0,0,0,0,4,1,0,0,0,1,0,1.18421052631579,0,1.18421052631579,1.18421052631579,0,0,,,,
,11,0,23,1,0,0,0,3,5,0,0,0,0,0,3,6,1,0,0,0,1,0,0,0,3.11111111111111,4.14814814814815,0,0,,,,
,0,0,23,1,2,0,0,3,4,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,1.15,1.15,0,0,,,,
,0,1,23,5,3,1,1,3,5,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,1.19642857142857,0,0,,,,
,0,0,23,2,4,1,0,3,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1.17241379310345,0,0,,,,
,0,0,23,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.22222222222222,0,0,,,,
,23,0,23,2,0,1,0,2,4,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,2.13333333333333,0,0,,,,
,0,0,23,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,1,23,1,1,0,0,2,4,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,2.20833333333333,0,0,,,,
,3,19,23,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,,,,
,0,0,23,0,2,0,0,6,6,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,2.19607843137255,1.09803921568627,0,0,,,,
,0,0,23,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.13636363636364,0,0,,,,
,0,1,23,2,3,0,0,6,7,0,0,0,0,0,5,3,1,0,0,0,1,0,0,0,0,1.16393442622951,0,0,,,,
,0,0,23,0,1,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2.125,0,0,,,,
,0,1,23,1,5,0,0,4,5,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.19512195121951,0,0,,,,
,0,1,23,7,3,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1.55555555555556,0,0,,,,
,0,0,23,2,4,0,0,5,5,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,2.36734693877551,0,0,,,,
,0,1,23,1,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.14285714285714,0,0,,,,
,0,0,23,1,2,1,0,2,3,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.15,2.3,2.3,,,,
,0,0,23,1,2,1,0,4,7,0,0,0,0,0,1,2,1,0,0,0,1,1.16666666666667,0,0,0,1.16666666666667,0,0,,,,
,0,0,23,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.09090909090909,0,0,,,,
,0,0,23,1,4,1,0,4,6,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1.20754716981132,0,0,,,,
,0,0,23,3,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,2,23,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.04761904761905,0,0,,,,
,2,0,23,1,7,0,0,2,4,0,0,2,0,0,0,3,1,0,0,0,1,0,0,1.28205128205128,0,2.56410256410256,1.28205128205128,0,,,,
,0,0,23,1,3,3,0,5,8,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1.15555555555556,0,0,,,,
,0,0,23,3,5,0,0,4,6,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3.75,0,0,,,,
,0,0,23,2,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.18181818181818,0,0,,,,
,0,0,23,1,3,1,0,2,3,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1.15555555555556,0,0,,,,
,2,0,23,2,5,0,0,4,8,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.31111111111111,1.31111111111111,2.62222222222222,2.62222222222222,,,,
,0,0,23,1,0,0,1,4,6,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.09756097560976,1.09756097560976,0,,,,
,0,0,23,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,0,23,2,2,0,0,5,5,0,0,0,0,0,3,4,1,0,0,0,1,1.19230769230769,0,0,0,1.19230769230769,0,0,,,,
,0,0,23,1,3,0,0,5,5,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.30769230769231,0,0,,,,
,812,0,23,1,2,0,0,3,4,0,0,0,0,0,4,7,1,0,0,0,1,0,1.20833333333333,0,2.41666666666667,0,0,0,,,,
,0,0,23,1,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.33333333333333,0,0,,,,
,0,0,23,1,4,0,0,3,4,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1.13333333333333,0,0,,,,
,1,0,23,1,4,0,0,4,4,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.39130434782609,0,0,,,,
,0,1,23,1,4,0,0,4,4,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,1.32608695652174,0,0,0,,,,
,0,0,23,0,2,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.28,0,0,,,,
,0,0,23,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,1,9,23,1,3,0,0,2,4,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,2.25531914893617,1.12765957446809,0,,,,
,0,2,23,3,4,0,0,3,5,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,1.15217391304348,0,0,,,,
,0,0,23,1,0,0,3,3,3,0,0,0,0,0,1,1,1,0,0,0,1,0,1.35294117647059,0,0,1.35294117647059,0,0,,,,
