,retweet_count,fav_count,tweet_hour,usr_mention_count,dot_count,ques_count,excla_count,Pers_pronouns,Pronouns,happy_emoticons,sad_emoticons,cont_dot_count,cont_ques_count,cont_excla_count,Positive_Words,Negative_Words,posadj,negadj,posadv,negadv,Stress,Family_words,Affection_Words,Academics_count,Positive_Emotion_count,Negative_Emotion_count,Work_count,Office_count,,,,
,0,5,22,1,4,0,0,4,7,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,1.2156862745098,1.2156862745098,0,0,,,,
,0,0,21,0,4,0,0,4,4,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,884,0,21,1,3,1,0,4,5,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,1.34883720930233,1.34883720930233,0,0,,,,
,0,0,21,0,4,0,0,5,6,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,1,0,21,2,5,0,0,5,7,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,2.62745098039216,1.31372549019608,0,0,,,,
,1,0,21,1,6,0,1,5,7,0,0,1,0,0,3,3,1,0,0,0,1,0,0,0,0,1.26415094339623,0,0,,,,
,0,2,21,1,2,0,0,5,8,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,2,21,0,4,0,0,5,5,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,2,0,21,1,2,0,0,7,8,0,0,0,0,0,4,5,1,0,0,0,1,0,0,0,0,2.19230769230769,0,0,,,,
,1,1,21,0,2,0,0,4,6,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,1.18181818181818,0,0,0,,,,
,0,2,21,0,5,0,0,8,12,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
, Depression but after hearing Backbone his mentality is totally positive! Thank you from the bottom of my families Hearts x @cdzajp,0,0,21,2,2,0,2,6,9,0,0,0,0,0,4,3,1,0,0,0,1,1.16666666666667,0,0,0,0,0,0,,,
,1,25,21,0,1,0,1,4,5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,4,20,0,5,0,0,3,7,0,0,1,0,0,0,5,1,0,0,0,1,0,0,1.19148936170213,0,1.19148936170213,0,0,,,,
,0,0,20,0,3,2,1,4,4,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,1.24489795918367,0,0,,,,
,0,2,20,2,2,1,0,1,2,0,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,2.375,0,0,,,,
,0,0,20,0,6,0,0,4,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,26,0,20,1,5,0,0,10,11,0,0,0,0,0,3,2,1,0,0,0,1,1.3265306122449,0,0,0,0,0,0,,,,
,0,0,20,1,2,0,0,6,7,0,0,0,0,0,4,1,1,0,0,0,1,0,2.25,0,1.125,1.125,0,0,,,,
,0,1,20,3,5,0,0,7,9,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,1.08474576271186,0,0,0,,,,
,0,0,20,0,2,0,0,6,8,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1.07407407407407,1.07407407407407,0,0,,,,
,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1.125,0,1.125,0,0,0,,,,
,0,0,23,1,0,0,0,2,2,0,0,0,0,0,2,1,1,0,0,0,1,0,1.04347826086957,0,1.04347826086957,0,0,0,,,,
,0,0,17,0,4,0,0,3,3,0,0,0,0,0,2,2,1,0,0,0,1,1.125,1.125,0,1.125,0,0,1.125,,,,
,0,0,15,0,6,0,0,8,11,0,0,0,0,0,1,1,1,0,0,0,1,0,1.17021276595745,0,1.17021276595745,1.17021276595745,0,0,,,,
,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.28947368421053,1.28947368421053,0,1.28947368421053,0,1.28947368421053,0,,,,
,0,0,17,0,1,1,0,0,2,0,0,0,0,0,1,3,1,0,0,0,1,0,1.10344827586207,0,1.10344827586207,1.10344827586207,0,0,,,,
,0,0,18,1,0,1,0,3,4,0,0,0,0,0,1,3,1,0,0,0,1,0,1.06666666666667,0,1.06666666666667,2.13333333333333,0,0,,,,
,0,0,15,0,5,0,0,1,1,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,1.27272727272727,0,0,,,,
,0,0,23,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.07142857142857,0,0,,,,
,83,0,23,1,3,0,4,5,5,0,0,0,0,1,4,4,1,0,0,0,1,1.37209302325581,0,0,0,1.37209302325581,0,0,,,,
,0,0,23,1,0,0,0,2,2,0,0,0,0,0,2,1,1,0,0,0,1,1.3,0,0,0,2.6,0,0,,,,
,1,0,23,0,2,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.14634146341463,0,0,,,,
,157,0,23,1,5,0,0,7,11,0,0,1,0,0,2,3,1,0,0,0,1,2.46511627906977,0,0,1.23255813953488,0,0,0,,,,
,0,0,23,1,0,0,3,7,9,0,0,0,0,0,3,1,1,0,0,0,1,0,1.17142857142857,0,3.51428571428571,0,0,0,,,,
,0,0,23,1,5,0,0,2,2,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1.15151515151515,0,0,,,,
,0,1,23,0,5,0,0,5,6,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1.28301886792453,1.28301886792453,,,,
,0,0,23,2,0,2,0,2,2,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1.33333333333333,0,0,,,,
,2,0,23,3,1,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.36842105263158,0,0,,,,
,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2.36363636363636,0,0,,,,
,0,0,23,1,3,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1.37142857142857,0,0,,,,
,0,0,23,0,2,0,0,2,3,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1.26923076923077,0,0,,,,
,0,0,23,2,3,0,2,5,5,0,0,0,0,0,4,4,1,0,0,0,1,0,2.51063829787234,0,2.51063829787234,1.25531914893617,0,0,,,,
,0,0,23,1,3,0,0,5,7,0,0,0,0,0,0,2,1,0,0,0,1,1.28571428571429,0,0,1.28571428571429,1.28571428571429,0,0,,,,
,2,0,23,2,6,0,0,1,2,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,1.21428571428571,0,0,,,,
,0,0,23,1,17,0,0,13,17,0,0,3,0,0,3,6,1,0,0,0,1,0,0,0,1.31481481481481,3.94444444444444,0,0,,,,
,0,0,23,1,7,0,0,8,8,0,0,0,0,0,2,6,1,0,0,0,1,0,0,0,1.2,3.6,0,0,,,,
,1,0,23,3,3,0,0,2,5,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,1.18518518518519,0,0,,,,
,5,0,23,1,5,0,0,4,4,0,0,0,0,0,1,1,1,0,0,0,1,1.40909090909091,0,0,0,1.40909090909091,0,0,,,,
,0,9,23,0,7,0,0,9,10,0,0,1,0,0,4,5,1,0,0,0,1,0,1.33962264150943,0,1.33962264150943,4.0188679245283,0,0,,,,
,1,0,23,1,1,0,0,4,5,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,0,2.63157894736842,0,0,,,,
,0,7,23,0,2,0,0,8,10,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1.07017543859649,1.07017543859649,1.07017543859649,,,,
,0,0,23,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.2,0,0,,,,
,1,0,23,1,3,2,0,8,10,0,0,0,1,0,4,1,1,0,0,0,1,0,1.18867924528302,0,1.18867924528302,2.37735849056604,0,0,,,,
,0,1,23,1,2,0,0,4,6,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,2.4,0,0,,,,
,0,5,23,0,3,0,0,5,6,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,1.09375,3.28125,1.09375,0,,,,
,1,0,23,7,0,0,7,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,
, guilty tonight. Been talking to my potential employer about reasonable adjustments I’ll need which is positive but feeling bad about needing so much special equipment/software &amp, that it’ll cost them. And worried it’ll put them off.,2,20,23,0,3,0,0,5,6,0,0,0,0,0,2,4,1,0,0,0,1,0,2.61904761904762,0,2.61904761904762,3.92857142857143,1.30952380952381,0,,
,2,12,23,0,0,1,0,3,5,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.04347826086957,0,0,,,,
,0,1,23,0,3,0,0,9,12,0,0,0,0,0,1,5,1,0,0,0,1,1.21153846153846,0,0,0,3.63461538461538,0,0,,,,
,0,1,23,5,3,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.25,0,0,,,,
,0,2,23,1,1,0,0,7,8,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1.06,0,0,,,,
,1,0,23,2,3,0,0,4,4,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,3.5625,1.1875,0,,,,
,0,5,23,0,6,0,0,6,9,0,0,1,0,0,0,4,1,0,0,0,1,3.16363636363636,0,0,1.05454545454545,2.10909090909091,0,0,,,,
,0,4,23,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1.2,0,0,,,,
,0,0,23,2,5,0,0,6,7,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.13793103448276,1.13793103448276,0,0,,,,
,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,1,0,,,,
,0,0,23,1,3,1,0,1,4,0,0,0,0,0,2,3,1,0,0,0,1,1.12820512820513,0,0,1.12820512820513,2.25641025641026,0,0,,,,
,2,78,23,0,0,2,2,5,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2.69565217391304,0,0,,,,
,0,1,23,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.07142857142857,0,0,,,,
,0,2,23,1,3,0,0,2,4,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,0,1,23,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,1,1.14285714285714,0,0,0,2.28571428571429,0,0,,,,
,0,0,23,0,2,0,0,6,8,0,0,0,0,0,0,1,1,0,0,0,1,2.20833333333333,0,0,0,1.10416666666667,0,0,,,,
,0,0,23,0,0,0,0,6,6,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3.3,0,0,,,,
,0,1,23,1,3,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,
,6728,0,23,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,,,,
,1,8,23,5,3,0,1,3,3,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,2.76,0,0,,,,
,0,0,22,1,2,0,0,7,9,0,0,0,0,0,0,1,1,0,0,0,1,2.16666666666667,0,0,0,1.08333333333333,0,0,,,,
,0,0,22,2,8,0,0,2,5,0,0,1,0,0,1,3,1,0,0,0,1,1.22857142857143,0,0,0,1.22857142857143,0,0,,,,
,2,6,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,,,,
,1,0,22,4,0,0,1,4,5,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,2.18181818181818,1.09090909090909,0,,,,
,0,0,22,1,2,0,0,2,3,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,2.35294117647059,1.17647058823529,0,0,,,,
,0,1,22,3,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.30769230769231,0,0,,,,
,0,0,22,0,0,0,0,5,6,0,0,0,0,0,0,3,1,0,0,0,1,1.07142857142857,0,0,0,2.14285714285714,0,0,,,,
,3,0,22,2,12,0,0,4,5,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1.34375,1.34375,0,0,,,,
,0,0,22,2,2,0,0,5,8,0,0,0,0,0,2,3,1,0,0,0,1,1.16363636363636,0,0,0,1.16363636363636,0,0,,,,
,77,0,22,1,2,0,2,6,8,0,0,0,0,0,1,6,1,0,0,0,1,1.15094339622642,0,0,0,5.75471698113208,0,0,,,,
,1,4,22,4,3,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1.25,0,0,,,,
,2,0,22,5,6,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1.30434782608696,0,0,,,,
,0,7,21,0,0,0,0,3,4,0,0,0,0,0,2,0,1,0,0,0,0,1.04878048780488,1.04878048780488,0,2.09756097560976,0,1.04878048780488,0,,,,
,0,0,19,0,1,0,1,5,5,0,0,0,0,0,4,1,1,0,0,0,0,1.25,1.25,0,1.25,0,0,0,,,,
, exam cramming pressure for eg ,there is no point starting revision sessions with the feeling of pressure, I now remind myself I want to learn and revise with ore relaxed mindset. #StNProject,0,3,19,1,1,0,0,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1.14285714285714,0,1.14285714285714,0,0,0,
,0,5,11,0,0,5,0,3,3,0,0,0,0,0,5,0,1,0,0,0,0,0,1.2,0,1.2,1.2,0,0,,,,
,0,0,10,0,3,0,0,4,5,0,0,0,0,0,2,0,1,0,0,0,0,0,1.2,0,2.4,0,0,0,,,,
,0,0,10,0,6,0,0,4,7,0,0,0,0,0,6,0,1,0,0,0,0,0,2.38095238095238,0,2.38095238095238,0,0,0,,,,
,0,2,9,0,3,0,0,6,6,0,0,0,0,0,3,2,1,0,0,0,0,0,1.11904761904762,0,1.11904761904762,0,0,0,,,,
,0,2,2,4,0,0,2,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1.3030303030303,0,1.3030303030303,0,0,0,,,,
,0,0,23,1,9,0,0,4,4,0,0,3,0,0,1,0,1,0,0,0,0,0,1.22222222222222,0,1.22222222222222,0,0,0,,,,
,0,0,6,0,1,0,0,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1304347826087,0,2.26086956521739,1.1304347826087,0,0,,,,
,1,0,1,1,5,1,1,5,7,0,0,0,0,0,4,1,1,0,0,0,0,0,1.375,0,2.75,0,0,0,,,,
,0,3,18,8,6,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1.58823529411765,0,1.58823529411765,0,0,0,,,,
,0,0,23,0,3,0,0,4,4,0,0,0,0,0,3,1,1,0,0,0,0,0,1.11538461538462,0,2.23076923076923,1.11538461538462,0,0,,,,
,0,1,23,0,1,0,0,2,4,0,0,0,0,0,3,2,1,0,0,0,0,0,1.14814814814815,0,2.2962962962963,2.2962962962963,1.14814814814815,0,,,,
,3,0,23,1,10,0,2,5,9,0,0,3,0,0,7,2,1,0,0,0,0,0,1.38095238095238,0,1.38095238095238,0,0,0,,,,
,102,0,23,1,4,0,0,5,6,0,0,0,0,0,5,1,1,0,0,0,0,0,2.62962962962963,0,2.62962962962963,0,0,0,,,,
,0,0,23,1,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1.06666666666667,0,2.13333333333333,0,0,0,,,,
,9,0,23,1,4,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2.13559322033898,1.06779661016949,0,5.33898305084746,0,0,0,,,,
,1,4,23,1,0,4,0,2,3,0,0,0,1,0,6,2,1,0,0,0,0,0,1.125,0,2.25,1.125,0,0,,,,
,0,9,23,2,2,1,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1.54166666666667,0,3.08333333333333,0,0,0,,,,
,1,0,23,1,2,0,0,6,10,0,0,0,0,0,2,3,1,0,0,0,0,2.13559322033898,0,0,1.06779661016949,1.06779661016949,0,0,,,,
,0,1,22,0,1,0,0,7,9,0,0,0,0,0,1,6,1,0,0,0,0,0,1.13636363636364,0,1.13636363636364,0,0,0,,,,
,0,6,22,1,5,0,0,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0,1.28571428571429,0,2.57142857142857,1.28571428571429,0,0,,,,
,0,2,22,0,2,0,0,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1.41379310344828,0,1.41379310344828,1.41379310344828,0,0,,,,
,0,1,22,0,10,0,0,3,6,0,0,2,0,0,3,0,1,0,0,0,0,1.23529411764706,0,0,0,0,0,0,,,,
,0,1,22,0,1,0,0,7,9,0,0,0,0,0,4,3,1,0,0,0,0,0,1.13207547169811,0,5.66037735849057,2.26415094339623,0,0,,,,
,0,1,22,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.15789473684211,0,0,0,,,,
,0,3,21,1,1,0,3,4,5,0,0,0,0,0,4,0,1,0,0,0,0,1.22222222222222,1.22222222222222,0,1.22222222222222,1.22222222222222,0,0,,,,
,0,1,21,0,2,0,0,13,14,0,0,0,0,0,5,1,1,0,0,0,0,0,5.1304347826087,0,7.69565217391304,0,0,0,,,,
,0,0,21,0,0,0,4,3,5,0,0,0,0,1,3,1,1,0,0,0,0,1.16216216216216,1.16216216216216,0,2.32432432432432,0,0,0,,,,
,0,0,21,0,1,0,2,9,10,0,0,0,0,0,3,0,1,0,0,0,0,1.12,1.12,0,3.36,2.24,0,0,,,,
,4,0,21,1,3,0,0,1,3,0,2,0,0,0,5,2,1,0,0,0,0,0,2.31034482758621,0,4.62068965517241,1.1551724137931,0,0,,,,
,0,2,21,0,0,0,0,3,7,0,0,0,0,0,2,1,1,0,0,0,0,1.03225806451613,2.06451612903226,0,3.09677419354839,0,0,0,,,,
,957,0,21,1,0,0,0,4,4,0,0,0,0,0,2,1,1,0,0,0,0,0,1.15,0,2.3,1.15,0,0,,,,
,0,3,21,1,1,0,1,1,2,0,0,0,0,0,4,0,1,0,0,0,0,1.28571428571429,0,0,0,0,0,0,,,,
,0,0,21,1,7,1,0,5,6,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1.38297872340426,0,0,0,,,,
